id,domain_code,domain,role,workflow,context,path
"COK-BEN-03-09","BEN","백엔드·데이터","백엔드 개발자","RPC 변경","파일럿 진행","manuals/ben/COK-BEN-03-09.md"
"COK-BEN-03-10","BEN","백엔드·데이터","백엔드 개발자","RPC 변경","월간 회고","manuals/ben/COK-BEN-03-10.md"
"COK-BEN-04-01","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","정기 점검","manuals/ben/COK-BEN-04-01.md"
"COK-BEN-04-02","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","신규 요청","manuals/ben/COK-BEN-04-02.md"
"COK-BEN-04-03","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","실사용자 신고","manuals/ben/COK-BEN-04-03.md"
"COK-BEN-04-04","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","배포 직전","manuals/ben/COK-BEN-04-04.md"
"COK-BEN-04-05","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","배포 직후","manuals/ben/COK-BEN-04-05.md"
"COK-BEN-04-06","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","장애 발생","manuals/ben/COK-BEN-04-06.md"
"COK-BEN-04-07","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","보안 의심","manuals/ben/COK-BEN-04-07.md"
"COK-BEN-04-08","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","개인정보 포함 가능성","manuals/ben/COK-BEN-04-08.md"
"COK-BEN-04-09","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","파일럿 진행","manuals/ben/COK-BEN-04-09.md"
"COK-BEN-04-10","BEN","백엔드·데이터","백엔드 개발자","Edge Function 변경","월간 회고","manuals/ben/COK-BEN-04-10.md"
"COK-BEN-05-01","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","정기 점검","manuals/ben/COK-BEN-05-01.md"
"COK-BEN-05-02","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","신규 요청","manuals/ben/COK-BEN-05-02.md"
"COK-BEN-05-03","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","실사용자 신고","manuals/ben/COK-BEN-05-03.md"
"COK-BEN-05-04","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","배포 직전","manuals/ben/COK-BEN-05-04.md"
"COK-BEN-05-05","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","배포 직후","manuals/ben/COK-BEN-05-05.md"
"COK-BEN-05-06","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","장애 발생","manuals/ben/COK-BEN-05-06.md"
"COK-BEN-05-07","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","보안 의심","manuals/ben/COK-BEN-05-07.md"
"COK-BEN-05-08","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","개인정보 포함 가능성","manuals/ben/COK-BEN-05-08.md"
"COK-BEN-05-09","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","파일럿 진행","manuals/ben/COK-BEN-05-09.md"
"COK-BEN-05-10","BEN","백엔드·데이터","백엔드 개발자","마이그레이션 적용","월간 회고","manuals/ben/COK-BEN-05-10.md"
"COK-BEN-06-01","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","정기 점검","manuals/ben/COK-BEN-06-01.md"
"COK-BEN-06-02","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","신규 요청","manuals/ben/COK-BEN-06-02.md"
"COK-BEN-06-03","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","실사용자 신고","manuals/ben/COK-BEN-06-03.md"
"COK-BEN-06-04","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","배포 직전","manuals/ben/COK-BEN-06-04.md"
"COK-BEN-06-05","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","배포 직후","manuals/ben/COK-BEN-06-05.md"
"COK-BEN-06-06","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","장애 발생","manuals/ben/COK-BEN-06-06.md"
"COK-BEN-06-07","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","보안 의심","manuals/ben/COK-BEN-06-07.md"
"COK-BEN-06-08","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","개인정보 포함 가능성","manuals/ben/COK-BEN-06-08.md"
"COK-BEN-06-09","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","파일럿 진행","manuals/ben/COK-BEN-06-09.md"
"COK-BEN-06-10","BEN","백엔드·데이터","백엔드 개발자","데이터 조회 점검","월간 회고","manuals/ben/COK-BEN-06-10.md"
"COK-BEN-07-01","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","정기 점검","manuals/ben/COK-BEN-07-01.md"
"COK-BEN-07-02","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","신규 요청","manuals/ben/COK-BEN-07-02.md"
"COK-BEN-07-03","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","실사용자 신고","manuals/ben/COK-BEN-07-03.md"
"COK-BEN-07-04","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","배포 직전","manuals/ben/COK-BEN-07-04.md"
"COK-BEN-07-05","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","배포 직후","manuals/ben/COK-BEN-07-05.md"
"COK-BEN-07-06","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","장애 발생","manuals/ben/COK-BEN-07-06.md"
"COK-BEN-07-07","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","보안 의심","manuals/ben/COK-BEN-07-07.md"
"COK-BEN-07-08","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","개인정보 포함 가능성","manuals/ben/COK-BEN-07-08.md"
"COK-BEN-07-09","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","파일럿 진행","manuals/ben/COK-BEN-07-09.md"
"COK-BEN-07-10","BEN","백엔드·데이터","백엔드 개발자","데이터 삭제 작업","월간 회고","manuals/ben/COK-BEN-07-10.md"
"COK-BEN-08-01","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","정기 점검","manuals/ben/COK-BEN-08-01.md"
"COK-BEN-08-02","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","신규 요청","manuals/ben/COK-BEN-08-02.md"
"COK-BEN-08-03","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","실사용자 신고","manuals/ben/COK-BEN-08-03.md"
"COK-BEN-08-04","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","배포 직전","manuals/ben/COK-BEN-08-04.md"
"COK-BEN-08-05","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","배포 직후","manuals/ben/COK-BEN-08-05.md"
"COK-BEN-08-06","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","장애 발생","manuals/ben/COK-BEN-08-06.md"
"COK-BEN-08-07","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","보안 의심","manuals/ben/COK-BEN-08-07.md"
"COK-BEN-08-08","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","개인정보 포함 가능성","manuals/ben/COK-BEN-08-08.md"
"COK-BEN-08-09","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","파일럿 진행","manuals/ben/COK-BEN-08-09.md"
"COK-BEN-08-10","BEN","백엔드·데이터","백엔드 개발자","알림 데이터 처리","월간 회고","manuals/ben/COK-BEN-08-10.md"
"COK-BEN-09-01","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","정기 점검","manuals/ben/COK-BEN-09-01.md"
"COK-BEN-09-02","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","신규 요청","manuals/ben/COK-BEN-09-02.md"
"COK-BEN-09-03","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","실사용자 신고","manuals/ben/COK-BEN-09-03.md"
"COK-BEN-09-04","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","배포 직전","manuals/ben/COK-BEN-09-04.md"
"COK-BEN-09-05","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","배포 직후","manuals/ben/COK-BEN-09-05.md"
"COK-BEN-09-06","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","장애 발생","manuals/ben/COK-BEN-09-06.md"
"COK-BEN-09-07","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","보안 의심","manuals/ben/COK-BEN-09-07.md"
"COK-BEN-09-08","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","개인정보 포함 가능성","manuals/ben/COK-BEN-09-08.md"
"COK-BEN-09-09","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","파일럿 진행","manuals/ben/COK-BEN-09-09.md"
"COK-BEN-09-10","BEN","백엔드·데이터","백엔드 개발자","성능 병목 점검","월간 회고","manuals/ben/COK-BEN-09-10.md"
"COK-BEN-10-01","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","정기 점검","manuals/ben/COK-BEN-10-01.md"
"COK-BEN-10-02","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","신규 요청","manuals/ben/COK-BEN-10-02.md"
"COK-BEN-10-03","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","실사용자 신고","manuals/ben/COK-BEN-10-03.md"
"COK-BEN-10-04","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","배포 직전","manuals/ben/COK-BEN-10-04.md"
"COK-BEN-10-05","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","배포 직후","manuals/ben/COK-BEN-10-05.md"
"COK-BEN-10-06","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","장애 발생","manuals/ben/COK-BEN-10-06.md"
"COK-BEN-10-07","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","보안 의심","manuals/ben/COK-BEN-10-07.md"
"COK-BEN-10-08","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","개인정보 포함 가능성","manuals/ben/COK-BEN-10-08.md"
"COK-BEN-10-09","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","파일럿 진행","manuals/ben/COK-BEN-10-09.md"
"COK-BEN-10-10","BEN","백엔드·데이터","백엔드 개발자","서버 장애 복구","월간 회고","manuals/ben/COK-BEN-10-10.md"
"COK-SEC-01-01","SEC","보안·암호화·키","보안 담당자","키 생성 점검","정기 점검","manuals/sec/COK-SEC-01-01.md"
"COK-SEC-01-02","SEC","보안·암호화·키","보안 담당자","키 생성 점검","신규 요청","manuals/sec/COK-SEC-01-02.md"
"COK-SEC-01-03","SEC","보안·암호화·키","보안 담당자","키 생성 점검","실사용자 신고","manuals/sec/COK-SEC-01-03.md"
"COK-SEC-01-04","SEC","보안·암호화·키","보안 담당자","키 생성 점검","배포 직전","manuals/sec/COK-SEC-01-04.md"
"COK-SEC-01-05","SEC","보안·암호화·키","보안 담당자","키 생성 점검","배포 직후","manuals/sec/COK-SEC-01-05.md"
"COK-SEC-01-06","SEC","보안·암호화·키","보안 담당자","키 생성 점검","장애 발생","manuals/sec/COK-SEC-01-06.md"
"COK-SEC-01-07","SEC","보안·암호화·키","보안 담당자","키 생성 점검","보안 의심","manuals/sec/COK-SEC-01-07.md"
"COK-SEC-01-08","SEC","보안·암호화·키","보안 담당자","키 생성 점검","개인정보 포함 가능성","manuals/sec/COK-SEC-01-08.md"
"COK-SEC-01-09","SEC","보안·암호화·키","보안 담당자","키 생성 점검","파일럿 진행","manuals/sec/COK-SEC-01-09.md"
"COK-SEC-01-10","SEC","보안·암호화·키","보안 담당자","키 생성 점검","월간 회고","manuals/sec/COK-SEC-01-10.md"
"COK-SEC-02-01","SEC","보안·암호화·키","보안 담당자","키 백업 생성","정기 점검","manuals/sec/COK-SEC-02-01.md"
"COK-SEC-02-02","SEC","보안·암호화·키","보안 담당자","키 백업 생성","신규 요청","manuals/sec/COK-SEC-02-02.md"
"COK-SEC-02-03","SEC","보안·암호화·키","보안 담당자","키 백업 생성","실사용자 신고","manuals/sec/COK-SEC-02-03.md"
"COK-SEC-02-04","SEC","보안·암호화·키","보안 담당자","키 백업 생성","배포 직전","manuals/sec/COK-SEC-02-04.md"
"COK-SEC-02-05","SEC","보안·암호화·키","보안 담당자","키 백업 생성","배포 직후","manuals/sec/COK-SEC-02-05.md"
"COK-SEC-02-06","SEC","보안·암호화·키","보안 담당자","키 백업 생성","장애 발생","manuals/sec/COK-SEC-02-06.md"
"COK-SEC-02-07","SEC","보안·암호화·키","보안 담당자","키 백업 생성","보안 의심","manuals/sec/COK-SEC-02-07.md"
"COK-SEC-02-08","SEC","보안·암호화·키","보안 담당자","키 백업 생성","개인정보 포함 가능성","manuals/sec/COK-SEC-02-08.md"
"COK-SEC-02-09","SEC","보안·암호화·키","보안 담당자","키 백업 생성","파일럿 진행","manuals/sec/COK-SEC-02-09.md"
"COK-SEC-02-10","SEC","보안·암호화·키","보안 담당자","키 백업 생성","월간 회고","manuals/sec/COK-SEC-02-10.md"
"COK-SEC-03-01","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","정기 점검","manuals/sec/COK-SEC-03-01.md"
"COK-SEC-03-02","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","신규 요청","manuals/sec/COK-SEC-03-02.md"
"COK-SEC-03-03","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","실사용자 신고","manuals/sec/COK-SEC-03-03.md"
"COK-SEC-03-04","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","배포 직전","manuals/sec/COK-SEC-03-04.md"
"COK-SEC-03-05","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","배포 직후","manuals/sec/COK-SEC-03-05.md"
"COK-SEC-03-06","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","장애 발생","manuals/sec/COK-SEC-03-06.md"
"COK-SEC-03-07","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","보안 의심","manuals/sec/COK-SEC-03-07.md"
"COK-SEC-03-08","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","개인정보 포함 가능성","manuals/sec/COK-SEC-03-08.md"
"COK-SEC-03-09","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","파일럿 진행","manuals/sec/COK-SEC-03-09.md"
"COK-SEC-03-10","SEC","보안·암호화·키","보안 담당자","키 복구 테스트","월간 회고","manuals/sec/COK-SEC-03-10.md"
"COK-SEC-04-01","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","정기 점검","manuals/sec/COK-SEC-04-01.md"
"COK-SEC-04-02","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","신규 요청","manuals/sec/COK-SEC-04-02.md"
"COK-SEC-04-03","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","실사용자 신고","manuals/sec/COK-SEC-04-03.md"
"COK-SEC-04-04","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","배포 직전","manuals/sec/COK-SEC-04-04.md"
"COK-SEC-04-05","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","배포 직후","manuals/sec/COK-SEC-04-05.md"
"COK-SEC-04-06","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","장애 발생","manuals/sec/COK-SEC-04-06.md"
"COK-SEC-04-07","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","보안 의심","manuals/sec/COK-SEC-04-07.md"
"COK-SEC-04-08","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","개인정보 포함 가능성","manuals/sec/COK-SEC-04-08.md"
"COK-SEC-04-09","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","파일럿 진행","manuals/sec/COK-SEC-04-09.md"
"COK-SEC-04-10","SEC","보안·암호화·키","보안 담당자","기기 교체 안내","월간 회고","manuals/sec/COK-SEC-04-10.md"
"COK-SEC-05-01","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","정기 점검","manuals/sec/COK-SEC-05-01.md"
"COK-SEC-05-02","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","신규 요청","manuals/sec/COK-SEC-05-02.md"
"COK-SEC-05-03","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","실사용자 신고","manuals/sec/COK-SEC-05-03.md"
"COK-SEC-05-04","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","배포 직전","manuals/sec/COK-SEC-05-04.md"
"COK-SEC-05-05","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","배포 직후","manuals/sec/COK-SEC-05-05.md"
"COK-SEC-05-06","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","장애 발생","manuals/sec/COK-SEC-05-06.md"
"COK-SEC-05-07","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","보안 의심","manuals/sec/COK-SEC-05-07.md"
"COK-SEC-05-08","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","개인정보 포함 가능성","manuals/sec/COK-SEC-05-08.md"
"COK-SEC-05-09","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","파일럿 진행","manuals/sec/COK-SEC-05-09.md"
"COK-SEC-05-10","SEC","보안·암호화·키","보안 담당자","키 불일치 대응","월간 회고","manuals/sec/COK-SEC-05-10.md"
"COK-SEC-06-01","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","정기 점검","manuals/sec/COK-SEC-06-01.md"
"COK-SEC-06-02","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","신규 요청","manuals/sec/COK-SEC-06-02.md"
"COK-SEC-06-03","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","실사용자 신고","manuals/sec/COK-SEC-06-03.md"
"COK-SEC-06-04","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","배포 직전","manuals/sec/COK-SEC-06-04.md"
"COK-SEC-06-05","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","배포 직후","manuals/sec/COK-SEC-06-05.md"
"COK-SEC-06-06","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","장애 발생","manuals/sec/COK-SEC-06-06.md"
"COK-SEC-06-07","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","보안 의심","manuals/sec/COK-SEC-06-07.md"
"COK-SEC-06-08","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","개인정보 포함 가능성","manuals/sec/COK-SEC-06-08.md"
"COK-SEC-06-09","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","파일럿 진행","manuals/sec/COK-SEC-06-09.md"
"COK-SEC-06-10","SEC","보안·암호화·키","보안 담당자","취약점 제보 처리","월간 회고","manuals/sec/COK-SEC-06-10.md"
"COK-SEC-07-01","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","정기 점검","manuals/sec/COK-SEC-07-01.md"
"COK-SEC-07-02","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","신규 요청","manuals/sec/COK-SEC-07-02.md"
"COK-SEC-07-03","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","실사용자 신고","manuals/sec/COK-SEC-07-03.md"
"COK-SEC-07-04","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","배포 직전","manuals/sec/COK-SEC-07-04.md"
"COK-SEC-07-05","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","배포 직후","manuals/sec/COK-SEC-07-05.md"
"COK-SEC-07-06","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","장애 발생","manuals/sec/COK-SEC-07-06.md"
"COK-SEC-07-07","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","보안 의심","manuals/sec/COK-SEC-07-07.md"
"COK-SEC-07-08","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","개인정보 포함 가능성","manuals/sec/COK-SEC-07-08.md"
"COK-SEC-07-09","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","파일럿 진행","manuals/sec/COK-SEC-07-09.md"
"COK-SEC-07-10","SEC","보안·암호화·키","보안 담당자","보안 사건 분류","월간 회고","manuals/sec/COK-SEC-07-10.md"
"COK-SEC-08-01","SEC","보안·암호화·키","보안 담당자","비밀값 교체","정기 점검","manuals/sec/COK-SEC-08-01.md"
"COK-SEC-08-02","SEC","보안·암호화·키","보안 담당자","비밀값 교체","신규 요청","manuals/sec/COK-SEC-08-02.md"
"COK-SEC-08-03","SEC","보안·암호화·키","보안 담당자","비밀값 교체","실사용자 신고","manuals/sec/COK-SEC-08-03.md"
"COK-SEC-08-04","SEC","보안·암호화·키","보안 담당자","비밀값 교체","배포 직전","manuals/sec/COK-SEC-08-04.md"
"COK-SEC-08-05","SEC","보안·암호화·키","보안 담당자","비밀값 교체","배포 직후","manuals/sec/COK-SEC-08-05.md"
"COK-SEC-08-06","SEC","보안·암호화·키","보안 담당자","비밀값 교체","장애 발생","manuals/sec/COK-SEC-08-06.md"
"COK-SEC-08-07","SEC","보안·암호화·키","보안 담당자","비밀값 교체","보안 의심","manuals/sec/COK-SEC-08-07.md"
"COK-SEC-08-08","SEC","보안·암호화·키","보안 담당자","비밀값 교체","개인정보 포함 가능성","manuals/sec/COK-SEC-08-08.md"
"COK-SEC-08-09","SEC","보안·암호화·키","보안 담당자","비밀값 교체","파일럿 진행","manuals/sec/COK-SEC-08-09.md"
"COK-SEC-08-10","SEC","보안·암호화·키","보안 담당자","비밀값 교체","월간 회고","manuals/sec/COK-SEC-08-10.md"
"COK-SEC-09-01","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","정기 점검","manuals/sec/COK-SEC-09-01.md"
"COK-SEC-09-02","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","신규 요청","manuals/sec/COK-SEC-09-02.md"
"COK-SEC-09-03","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","실사용자 신고","manuals/sec/COK-SEC-09-03.md"
"COK-SEC-09-04","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","배포 직전","manuals/sec/COK-SEC-09-04.md"
"COK-SEC-09-05","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","배포 직후","manuals/sec/COK-SEC-09-05.md"
"COK-SEC-09-06","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","장애 발생","manuals/sec/COK-SEC-09-06.md"
"COK-SEC-09-07","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","보안 의심","manuals/sec/COK-SEC-09-07.md"
"COK-SEC-09-08","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","개인정보 포함 가능성","manuals/sec/COK-SEC-09-08.md"
"COK-SEC-09-09","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","파일럿 진행","manuals/sec/COK-SEC-09-09.md"
"COK-SEC-09-10","SEC","보안·암호화·키","보안 담당자","권한 최소화 점검","월간 회고","manuals/sec/COK-SEC-09-10.md"
"COK-SEC-10-01","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","정기 점검","manuals/sec/COK-SEC-10-01.md"
"COK-SEC-10-02","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","신규 요청","manuals/sec/COK-SEC-10-02.md"
"COK-SEC-10-03","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","실사용자 신고","manuals/sec/COK-SEC-10-03.md"
"COK-SEC-10-04","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","배포 직전","manuals/sec/COK-SEC-10-04.md"
"COK-SEC-10-05","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","배포 직후","manuals/sec/COK-SEC-10-05.md"
"COK-SEC-10-06","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","장애 발생","manuals/sec/COK-SEC-10-06.md"
"COK-SEC-10-07","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","보안 의심","manuals/sec/COK-SEC-10-07.md"
"COK-SEC-10-08","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","개인정보 포함 가능성","manuals/sec/COK-SEC-10-08.md"
"COK-SEC-10-09","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","파일럿 진행","manuals/sec/COK-SEC-10-09.md"
"COK-SEC-10-10","SEC","보안·암호화·키","보안 담당자","암호화 회귀 점검","월간 회고","manuals/sec/COK-SEC-10-10.md"
"COK-QAT-01-01","QAT","품질·테스트","QA 엔지니어","스모크 테스트","정기 점검","manuals/qat/COK-QAT-01-01.md"
"COK-QAT-01-02","QAT","품질·테스트","QA 엔지니어","스모크 테스트","신규 요청","manuals/qat/COK-QAT-01-02.md"
"COK-QAT-01-03","QAT","품질·테스트","QA 엔지니어","스모크 테스트","실사용자 신고","manuals/qat/COK-QAT-01-03.md"
"COK-QAT-01-04","QAT","품질·테스트","QA 엔지니어","스모크 테스트","배포 직전","manuals/qat/COK-QAT-01-04.md"
"COK-QAT-01-05","QAT","품질·테스트","QA 엔지니어","스모크 테스트","배포 직후","manuals/qat/COK-QAT-01-05.md"
"COK-QAT-01-06","QAT","품질·테스트","QA 엔지니어","스모크 테스트","장애 발생","manuals/qat/COK-QAT-01-06.md"
"COK-QAT-01-07","QAT","품질·테스트","QA 엔지니어","스모크 테스트","보안 의심","manuals/qat/COK-QAT-01-07.md"
"COK-QAT-01-08","QAT","품질·테스트","QA 엔지니어","스모크 테스트","개인정보 포함 가능성","manuals/qat/COK-QAT-01-08.md"
"COK-QAT-01-09","QAT","품질·테스트","QA 엔지니어","스모크 테스트","파일럿 진행","manuals/qat/COK-QAT-01-09.md"
"COK-QAT-01-10","QAT","품질·테스트","QA 엔지니어","스모크 테스트","월간 회고","manuals/qat/COK-QAT-01-10.md"
"COK-QAT-02-01","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","정기 점검","manuals/qat/COK-QAT-02-01.md"
"COK-QAT-02-02","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","신규 요청","manuals/qat/COK-QAT-02-02.md"
"COK-QAT-02-03","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","실사용자 신고","manuals/qat/COK-QAT-02-03.md"
"COK-QAT-02-04","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","배포 직전","manuals/qat/COK-QAT-02-04.md"
"COK-QAT-02-05","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","배포 직후","manuals/qat/COK-QAT-02-05.md"
"COK-QAT-02-06","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","장애 발생","manuals/qat/COK-QAT-02-06.md"
"COK-QAT-02-07","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","보안 의심","manuals/qat/COK-QAT-02-07.md"
"COK-QAT-02-08","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","개인정보 포함 가능성","manuals/qat/COK-QAT-02-08.md"
"COK-QAT-02-09","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","파일럿 진행","manuals/qat/COK-QAT-02-09.md"
"COK-QAT-02-10","QAT","품질·테스트","QA 엔지니어","응답 제출 테스트","월간 회고","manuals/qat/COK-QAT-02-10.md"
"COK-QAT-03-01","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","정기 점검","manuals/qat/COK-QAT-03-01.md"
"COK-QAT-03-02","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","신규 요청","manuals/qat/COK-QAT-03-02.md"
"COK-QAT-03-03","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","실사용자 신고","manuals/qat/COK-QAT-03-03.md"
"COK-QAT-03-04","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","배포 직전","manuals/qat/COK-QAT-03-04.md"
"COK-QAT-03-05","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","배포 직후","manuals/qat/COK-QAT-03-05.md"
"COK-QAT-03-06","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","장애 발생","manuals/qat/COK-QAT-03-06.md"
"COK-QAT-03-07","QAT","품질·테스트","QA 엔지니어","폼 생성 테스트","보안 의심","manuals/qat/COK-QAT-03-07.md"
